timestamp_utc,region,frequency_hz
2026-05-11 23:59:06.246822+00:00,EI,59.96055194805195
2026-05-11 23:59:06.246822+00:00,ERCOT,59.98603651987111
2026-05-11 23:59:06.246822+00:00,Quebec,60.00660580021482
2026-05-11 23:59:06.246822+00:00,WECC,59.96766917293233
2026-05-11 23:59:07.016052769+00:00,EI,59.961658249158255
2026-05-11 23:59:07.016052769+00:00,ERCOT,59.985213032581456
2026-05-11 23:59:07.016052769+00:00,Quebec,60.00563909774436
2026-05-11 23:59:07.016052769+00:00,WECC,59.96837928153718
2026-05-11 23:59:08.005063758+00:00,EI,59.963257575757574
2026-05-11 23:59:08.005063758+00:00,ERCOT,59.98512069647804
2026-05-11 23:59:08.005063758+00:00,Quebec,60.00466956865849
2026-05-11 23:59:08.005063758+00:00,WECC,59.96956865848833
2026-05-11 23:59:09.049019802+00:00,EI,59.96405723905725
2026-05-11 23:59:09.049019802+00:00,ERCOT,59.98483709273184
2026-05-11 23:59:09.049019802+00:00,Quebec,60.003007518796984
2026-05-11 23:59:09.049019802+00:00,WECC,59.97192982456141
2026-05-11 23:59:10.038030791+00:00,EI,59.964099326599325
2026-05-11 23:59:10.038030791+00:00,ERCOT,59.983751044277355
2026-05-11 23:59:10.038030791+00:00,Quebec,59.99928989139515
2026-05-11 23:59:10.038030791+00:00,WECC,59.973015873015875
2026-05-11 23:59:11.027041780+00:00,EI,59.96325757575758
2026-05-11 23:59:11.027041780+00:00,ERCOT,59.9844193817878
2026-05-11 23:59:11.027041780+00:00,Quebec,59.992272347535504
2026-05-11 23:59:11.027041780+00:00,WECC,59.97255639097744
2026-05-11 23:59:12.016052769+00:00,EI,59.96363636363637
2026-05-11 23:59:12.016052769+00:00,ERCOT,59.984085213032586
2026-05-11 23:59:12.016052769+00:00,Quebec,59.98838763575606
2026-05-11 23:59:12.016052769+00:00,WECC,59.97472848788638
2026-05-11 23:59:13.005063758+00:00,EI,59.96545055821372
2026-05-11 23:59:13.005063758+00:00,ERCOT,59.98500197863079
2026-05-11 23:59:13.005063758+00:00,Quebec,59.98765334388603
2026-05-11 23:59:13.005063758+00:00,WECC,59.97669172932331
2026-05-11 23:59:14.049019802+00:00,EI,59.967424242424244
2026-05-11 23:59:14.049019802+00:00,ERCOT,59.98625730994152
2026-05-11 23:59:14.049019802+00:00,Quebec,59.98759398496241
2026-05-11 23:59:14.049019802+00:00,WECC,59.97543859649123
2026-05-11 23:59:15.038030791+00:00,EI,59.96818181818182
2026-05-11 23:59:15.038030791+00:00,ERCOT,59.98646616541353
2026-05-11 23:59:15.038030791+00:00,Quebec,59.98909774436091
2026-05-11 23:59:15.038030791+00:00,WECC,59.975104427736
2026-05-11 23:59:16.027041780+00:00,EI,59.967971380471376
2026-05-11 23:59:16.027041780+00:00,ERCOT,59.98646616541353
2026-05-11 23:59:16.027041780+00:00,Quebec,59.9922305764411
2026-05-11 23:59:16.027041780+00:00,WECC,59.97769423558897
