offset_seconds,frequency_hz
0.500000,59.923405
1.500000,60.015691
2.500000,59.988449
3.500000,59.988449
4.500000,59.975719
5.500000,59.944629
6.500000,59.944629
7.500000,59.944629
8.500000,59.952832
9.500000,59.952832
10.500000,59.968002
11.500000,59.956610
12.500000,59.963122
13.500000,59.963122
14.500000,59.983625
15.500000,59.983625
16.500000,59.983625
17.500000,59.947492
18.500000,59.976789
19.500000,59.976789
20.500000,59.988227
21.500000,59.988227
22.500000,59.981814
23.500000,59.960450
24.500000,59.981814
25.500000,59.981068
26.500000,59.981068
27.500000,59.973134
28.500000,59.973134
29.500000,59.969107
30.500000,59.992034
31.500000,59.983656
32.500000,59.983656
33.500000,59.983656
34.500000,59.972788
35.500000,59.972788
36.500000,59.972788
37.500000,59.979201
38.500000,59.979201
39.500000,59.996099
40.500000,59.975467
41.500000,59.989224
42.500000,59.989224
43.500000,59.989224
44.500000,59.971291
45.500000,59.971291
46.500000,59.971291
47.500000,59.978141
48.500000,59.979032
49.500000,59.979032
50.500000,59.974294
51.500000,59.961502
52.500000,59.973956
53.500000,59.973956
54.500000,59.978256
55.500000,59.978256
56.500000,59.978256
57.500000,59.988548
58.500000,59.988548
59.500000,59.988548
60.500000,59.965870
61.500000,59.965870
62.500000,59.965870
63.500000,59.976051
64.500000,59.986057
65.500000,59.976051
66.500000,59.986057
67.500000,59.984326
68.500000,59.984326
69.500000,59.984326
70.500000,59.986745
71.500000,59.996172
72.500000,59.996172
73.500000,59.978846
74.500000,59.978846
75.500000,59.988109
76.500000,59.988109
77.500000,59.972050
78.500000,59.972050
79.500000,59.978292
80.500000,59.978292
81.500000,60.065440
82.500000,60.044852
83.500000,60.044852
84.500000,59.984891
85.500000,59.982557
86.500000,59.973740
87.500000,59.982557
88.500000,60.002590
89.500000,60.002590
90.500000,59.982330
91.500000,59.982330
92.500000,59.982330
93.500000,59.974156
94.500000,59.974156
95.500000,59.983160
96.500000,59.983160
97.500000,59.983160
98.500000,60.006609
99.500000,60.006609
100.500000,59.967679
101.500000,59.967679
102.500000,59.967927
103.500000,60.001707
104.500000,60.015587
105.500000,60.001707
106.500000,60.001450
107.500000,59.950752
108.500000,59.950752
109.500000,59.999794
110.500000,59.999794
111.500000,59.992839
112.500000,59.992839
113.500000,59.992839
114.500000,59.972498
115.500000,59.972498
116.500000,59.988815
117.500000,60.005237
118.500000,59.989593
119.500000,59.989593
120.500000,59.974010
121.500000,59.974010
122.500000,59.971112
123.500000,59.991655
124.500000,59.974689
125.500000,59.974689
126.500000,59.966890
127.500000,59.966890
128.500000,59.966890
129.500000,59.968795
130.500000,59.981030
131.500000,59.997299
132.500000,59.981030
133.500000,59.976735
134.500000,59.955414
135.500000,59.955414
136.500000,59.973003
137.500000,59.983437
138.500000,59.985442
139.500000,59.985442
140.500000,59.966249
141.500000,59.925324
142.500000,59.966249
143.500000,59.984305
144.500000,59.984305
145.500000,59.980219
146.500000,59.979608
147.500000,59.942078
148.500000,59.942078
149.500000,59.985261
150.500000,59.985261
151.500000,59.976941
152.500000,59.976941
153.500000,59.976941
